Rk,Class Year,Height,Player,Team,Conf_x,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,2-point field goal percentage,3P/100,3P,3-point field goal percentage,Year,Rk_ranking,Conf_y,G,Rec,AdjOE,AdjDE,Barthag,Eff. FG% - EFG%,Eff. FG% - EFGD%,Turnover% - TOR,Turnover% - TORD,Rebound% - ORB,Rebound% - DRB,FT Rate - FTR,FT Rate - FTRD,2-Pt % - 2P%,2-Pt % - 2P%D,3-Pt % - 3P%,3-Pt % - 3P%D,3P Rate - 3PR,3P Rate - 3PRD,Adj T.,WAB,Seed,Result,Rk_stats,Adj. Eff. - Off.,Adj. Eff. - Def.,Eff. FG% - Off.,Eff. FG% - Def.,Turnover% - Off.,Turnover% - Def.,Off. Reb% - Off.,Off. Reb% - Def.,FT Rate - Off.,FT Rate - Def.,FT% - Off.,FT% - Def.,2P% - Off.,2P% - Def.,3P% - Off.,3P% - Def.
43,Jr,'6-2',Marcus Zegarowski,Creighton,BE,77.9,4.7,7.3,114.5,23.3,57.9,60.0,1.1,10.4,23.9,15.7,0.2,2.2,20.1,82-159,0.516,11.2,'80-190',0.421,2021,24.0,BE,31.0,'22-9',112.6,93.6,0.8929,55.0,47.0,15.7,17.9,24.6,28.3,25.7,25.5,55.7,46.7,36.1,31.7,43.6,39.3,68.6,3.3,5.0,Sweet Sixteen,26.0,112.6,93.6,55.0,47.0,15.7,17.9,24.6,28.3,25.7,25.5,64.0,70.1,55.7,46.7,36.1,31.7
44,Sr,'6-6',Jordan Schakel,San Diego St,MWC,73.4,4.7,9.7,130.9,18.7,62.2,65.3,3.6,14.4,6.8,8.0,0.7,2.0,22.5,46-93,0.495,13.1,'80-174',0.46,2021,17.0,MWC,28.0,'23-5',111.2,91.5,0.9043,52.4,47.5,16.7,22.4,30.1,24.3,33.2,32.5,50.4,44.9,36.8,33.8,40.4,45.9,65.5,3.1,6.0,R64,35.0,111.2,91.5,52.4,47.5,16.7,22.4,30.1,24.3,33.2,32.5,71.5,73.5,50.4,44.9,36.8,33.8
45,So,'6-2',Tyson Etienne,Wichita St,Amer,86.4,4.7,5.8,114.7,22.5,49.6,54.6,1.7,8.5,14.8,7.8,0.3,1.6,40.6,38-106,0.358,13.0,'61-155',0.394,2021,69.0,Amer,22.0,'16-6',108.4,97.3,0.7748,47.1,47.0,15.8,18.2,29.8,33.3,38.2,29.2,44.6,47.2,33.8,31.1,40.7,38.1,67.0,1.3,11.0,R68,65.0,108.4,97.3,47.1,47.0,15.8,18.2,29.8,33.3,38.2,29.2,68.9,68.7,44.6,47.2,33.8,31.1
46,Jr,'6-6',Buddy Boeheim,Syracuse,ACC,80.4,4.6,4.2,111.8,22.7,53.5,55.8,1.8,6.1,14.9,11.3,0.1,2.1,14.2,84-171,0.491,13.0,'77-202',0.381,2021,38.0,ACC,28.0,'18-10',113.4,96.8,0.8602,51.2,48.0,16.4,20.2,29.2,34.0,28.3,24.1,50.6,48.4,34.8,31.7,40.5,44.3,68.5,0.5,11.0,Sweet Sixteen,21.0,113.4,96.8,51.2,48.0,16.4,20.2,29.2,34.0,28.3,24.1,78.2,74.2,50.6,48.4,34.8,31.7
47,Sr,'6-3',Tyreke Key,Indiana St,MVC,78.3,4.6,6.2,114.2,25.7,53.1,59.0,3.6,15.5,14.7,12.2,1.1,1.9,42.4,100-181,0.552,7.6,'31-95',0.326,2021,124.0,MVC,25.0,'15-10',101.4,98.1,0.5927,48.9,51.5,18.3,21.7,25.2,27.7,36.3,28.3,47.9,52.6,33.8,33.1,33.5,38.0,66.7,-3.7,,,184.0,101.4,98.1,48.9,51.5,18.3,21.7,25.2,27.7,36.3,28.3,73.6,69.5,47.9,52.6,33.8,33.1
48,Jr,'6-4',Javonte Smart,LSU,SEC,85.7,4.6,4.9,112.8,21.5,56.0,58.6,0.9,9.7,20.0,18.8,0.3,1.9,17.9,92-178,0.517,9.6,'70-174',0.402,2021,21.0,SEC,29.0,'19-10',119.8,99.5,0.8939,52.3,48.5,15.6,17.9,31.4,32.1,34.0,29.8,52.4,51.3,34.7,30.0,37.0,44.0,70.3,2.3,8.0,R32,5.0,119.8,99.5,52.3,48.5,15.6,17.9,31.4,32.1,34.0,29.8,75.1,71.4,52.4,51.3,34.7,30.0
49,Jr,'5-11',Montre' Gipson,Tarleton St,WAC,89.8,4.6,4.0,121.8,20.6,61.0,64.9,2.1,10.0,15.9,10.9,0.0,1.5,31.7,67-122,0.549,4.7,'22-42',0.524,2021,203.0,WAC,20.0,'10-10',99.0,102.9,0.3889,48.6,52.1,18.4,23.4,19.3,31.7,38.1,45.5,45.6,50.0,37.4,36.3,28.7,48.5,64.4,-7.4,,,230.0,99.0,102.9,48.6,52.1,18.4,23.4,19.3,31.7,38.1,45.5,74.2,72.3,45.6,50.0,37.4,36.3
50,Sr,'6-7',Isaiah Livers,Michigan,B10,64.6,4.6,9.1,121.9,18.9,57.0,60.5,4.5,16.6,11.6,11.3,2.3,1.1,24.2,52-107,0.486,9.5,'50-116',0.431,2021,5.0,B10,28.0,'23-5',116.6,90.6,0.9477,54.7,44.4,16.6,14.8,29.6,24.7,30.4,24.3,53.5,42.6,38.1,32.2,33.9,31.9,66.6,7.1,1.0,Elite Eight,9.0,116.6,90.6,54.7,44.4,16.6,14.8,29.6,24.7,30.4,24.3,76.9,76.0,53.5,42.6,38.1,32.2
1,So,'6-8',Keegan Murray,Iowa,B10,77.0,7.1,15.0,131.2,28.1,61.4,63.8,9.8,20.2,10.1,7.1,6.4,2.3,34.3,241-388,0.621,8.4,'66-166',0.398,2022,13.0,B10,36.0,'26-10',121.1,97.2,0.9261,53.3,49.7,13.0,19.2,32.3,30.0,30.0,26.3,52.5,49.9,36.3,32.9,39.3,36.3,69.8,4.5,5.0,R64,3.0,121.1,97.2,53.3,49.7,13.0,19.2,32.3,30.0,30.0,26.3,74.9,71.1,52.5,49.9,36.3,32.9
2,Jr,'6-7',E.J. Liddell,Ohio St,B10,82.4,6.0,10.4,116.2,30.5,54.6,59.8,8.9,19.1,16.1,15.1,8.2,1.0,53.4,157-291,0.54,7.2,'46-123',0.374,2022,31.0,B10,32.0,'20-12',115.5,98.5,0.8611,54.3,47.6,17.1,15.5,29.3,28.7,33.4,29.1,54.0,45.8,36.5,33.8,39.5,36.0,65.1,1.3,7.0,R32,15.0,115.5,98.5,54.3,47.6,17.1,15.5,29.3,28.7,33.4,29.1,75.7,73.1,54.0,45.8,36.5,33.8
3,Jr,'6-9',Oscar Tshiebwe,Kentucky,SEC,79.2,5.9,12.0,124.2,24.8,60.4,62.5,19.4,34.3,6.1,14.2,5.4,3.2,41.9,238-393,0.606,0.1,'0-1',0.0,2022,11.0,SEC,34.0,'26-8',119.4,95.4,0.9294,53.1,46.9,16.7,17.5,37.7,24.9,28.0,25.4,53.5,47.3,34.7,30.8,28.0,35.9,67.8,6.9,2.0,R64,6.0,119.4,95.4,53.1,46.9,16.7,17.5,37.7,24.9,28.0,25.4,72.6,72.1,53.5,47.3,34.7,30.8
4,Jr,'6-5',David Roddy,Colorado St,MWC,82.1,5.9,10.4,119.1,28.8,63.4,64.9,7.3,20.8,19.8,15.2,4.0,2.1,38.9,172-275,0.625,6.3,'45-103',0.437,2022,49.0,MWC,31.0,'25-6',111.9,98.1,0.819,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,55.7,51.0,35.6,32.7,39.6,43.9,65.6,4.3,6.0,R64,28.0,111.9,98.1,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,77.3,71.7,55.7,51.0,35.6,32.7
5,So,'7-1',Hunter Dickinson,Michigan,B10,76.0,5.9,9.9,119.9,26.8,58.8,61.7,9.1,22.7,16.1,14.0,5.0,0.9,27.2,219-362,0.605,3.7,'21-64',0.328,2022,24.0,B10,34.0,'19-15',113.9,96.2,0.874,52.1,49.7,17.3,14.7,31.0,24.0,29.4,25.6,52.7,50.4,33.9,32.4,32.1,34.8,66.4,0.15,11.0,Sweet Sixteen,19.0,113.9,96.2,52.1,49.7,17.3,14.7,31.0,24.0,29.4,25.6,74.6,73.4,52.7,50.4,33.9,32.4
6,Sr,'6-11',Jake Stephens,VMI,SC,80.8,5.8,9.4,124.5,26.3,65.4,68.4,6.1,22.6,21.8,16.7,6.9,0.9,40.6,116-198,0.586,8.7,'71-142',0.5,2022,173.0,SC,32.0,'16-16',109.5,110.0,0.4858,55.3,51.1,16.9,14.0,22.7,29.6,26.3,25.3,54.4,50.2,37.4,34.7,54.8,47.4,68.7,-8.8,,,51.0,109.5,110.0,55.3,51.1,16.9,14.0,22.7,29.6,26.3,25.3,79.6,75.2,54.4,50.2,37.4,34.7
7,Sr,'6-3',Collin Gillespie,Villanova,BE,85.4,5.7,8.1,122.6,22.4,56.5,60.9,1.5,11.6,20.2,13.7,0.0,1.9,26.8,75-161,0.466,13.2,'113-272',0.415,2022,8.0,BE,38.0,'30-8',117.2,93.0,0.9345,51.5,47.3,15.5,18.4,31.2,28.9,29.8,25.0,49.5,48.1,35.9,30.8,46.3,42.2,62.2,7.3,2.0,Final Four,9.0,117.2,93.0,51.5,47.3,15.5,18.4,31.2,28.9,29.8,25.0,83.0,73.4,49.5,48.1,35.9,30.8
8,Sr,'6-1',Antoine Davis,Detroit Mercy,Horz,92.4,5.5,3.2,110.9,34.7,53.1,56.7,1.6,10.6,29.8,16.0,0.1,1.6,21.4,125-257,0.486,17.1,'113-298',0.379,2022,224.0,Horz,30.0,'14-16',105.7,110.4,0.3771,52.6,54.4,17.9,19.0,27.9,29.7,22.8,30.5,50.1,55.4,36.9,35.3,48.9,41.4,64.9,0.0,,,105.0,105.7,110.4,52.6,54.4,17.9,19.0,27.9,29.7,22.8,30.5,77.9,71.6,50.1,55.4,36.9,35.3
9,Sr,'6-0',Kendric Davis,SMU,Amer,83.5,5.4,7.0,115.8,27.6,53.1,60.3,1.7,9.5,28.0,16.3,0.3,2.6,48.7,107-212,0.505,10.8,'77-207',0.372,2022,56.0,Amer,33.0,'24-9',107.9,95.4,0.8041,51.5,44.5,17.7,17.0,27.7,30.3,35.6,25.4,50.4,44.5,35.3,29.8,42.2,34.0,68.3,1.8,,,71.0,107.9,95.4,51.5,44.5,17.7,17.0,27.7,30.3,35.6,25.4,75.0,69.6,50.4,44.5,35.3,29.8
10,Jr,'7-0',Kofi Cockburn,Illinois,B10,64.5,5.4,8.0,114.7,30.7,59.3,61.3,12.9,25.6,6.7,14.6,3.0,1.6,53.3,226-381,0.593,0.0,'0-0',0.0,2022,20.0,B10,33.0,'23-10',111.9,93.0,0.8942,52.5,46.0,18.1,15.5,33.1,26.6,32.0,28.2,51.4,45.2,35.9,31.9,42.6,29.6,67.1,4.1,4.0,R32,27.0,111.9,93.0,52.5,46.0,18.1,15.5,33.1,26.6,32.0,28.2,70.6,71.5,51.4,45.2,35.9,31.9
11,Sr,'6-4',Javon Freeman-Liberty,DePaul,BE,67.4,5.4,7.5,111.2,30.3,49.0,53.6,5.4,16.9,20.3,11.6,0.2,2.8,39.4,127-276,0.46,9.0,'49-133',0.368,2022,105.0,BE,31.0,'15-16',106.4,99.8,0.6756,48.8,48.8,17.4,16.8,31.7,28.5,33.4,26.0,49.4,47.8,31.7,33.7,34.2,35.3,68.8,-4.7,,,95.0,106.4,99.8,48.8,48.8,17.4,16.8,31.7,28.5,33.4,26.0,69.3,74.9,49.4,47.8,31.7,33.7
12,Sr,'5-9',Darius McGhee,Liberty,ASun,86.8,5.3,7.3,108.9,36.8,55.4,59.0,1.9,13.7,27.7,15.6,0.6,2.0,22.8,129-235,0.549,19.5,'125-336',0.372,2022,122.0,ASun,33.0,'22-11',104.6,100.2,0.6204,55.5,48.3,18.0,17.1,22.2,22.8,28.4,31.4,54.0,46.3,38.1,34.2,49.7,40.7,65.0,-6.1,,,129.0,104.6,100.2,55.5,48.3,18.0,17.1,22.2,22.8,28.4,31.4,76.7,72.4,54.0,46.3,38.1,34.2
13,So,'6-4',Malachi Smith,Chattanooga,SC,89.5,5.3,8.3,117.7,28.0,54.5,59.1,6.0,16.7,17.1,14.7,0.4,2.9,35.4,179-344,0.52,7.2,'56-139',0.403,2022,77.0,SC,35.0,'27-8',107.3,97.3,0.7559,52.2,49.4,17.0,18.1,32.7,26.2,26.8,27.8,53.0,52.1,33.9,30.3,38.7,40.3,64.6,0.2,13.0,R64,81.0,107.3,97.3,52.2,49.4,17.0,18.1,32.7,26.2,26.8,27.8,75.9,69.2,53.0,52.1,33.9,30.3
14,Sr,'6-3',Terrell Brown Jr.,Washington,P12,89.3,5.2,8.2,107.5,31.8,46.2,51.6,3.6,9.6,30.0,11.9,1.5,3.4,38.5,245-509,0.481,3.0,'Dec-60',0.2,2022,107.0,P12,32.0,'17-15',104.4,98.4,0.6628,46.4,49.9,16.7,22.1,29.3,35.6,34.7,30.1,46.2,49.8,31.2,33.5,32.9,34.0,69.6,-4.4,,,136.0,104.4,98.4,46.4,49.9,16.7,22.1,29.3,35.6,34.7,30.1,70.1,72.0,46.2,49.8,31.2,33.5
15,So,'6-0',Nijel Pack,Kansas St,B12,76.8,5.2,10.0,117.0,23.8,57.8,60.3,2.6,10.9,16.3,11.2,0.4,2.4,18.4,80-167,0.479,13.5,'95-218',0.436,2022,65.0,B12,31.0,'14-17',109.6,97.4,0.7968,49.4,49.5,16.9,19.8,25.2,28.3,29.6,32.0,47.5,52.4,34.6,30.2,42.4,40.2,66.4,-2.1,,,50.0,109.6,97.4,49.4,49.5,16.9,19.8,25.2,28.3,29.6,32.0,72.6,69.7,47.5,52.4,34.6,30.2
16,Jr,'7-0',Orlando Robinson,Fresno St,MWC,79.3,5.2,10.0,109.9,33.8,51.8,55.5,10.1,22.1,23.2,14.1,4.7,2.0,42.4,200-393,0.509,5.7,'37-100',0.37,2022,66.0,MWC,36.0,'23-13',105.1,93.5,0.7927,51.1,47.7,17.7,19.4,27.3,22.9,31.2,27.2,51.3,47.2,33.7,32.3,38.9,42.0,61.5,-4.0,,,120.0,105.1,93.5,51.1,47.7,17.7,19.4,27.3,22.9,31.2,27.2,71.4,69.8,51.3,47.2,33.7,32.3
17,Sr,'6-7',Hunter Maldonado,Wyoming,MWC,91.9,5.2,4.9,108.5,30.8,52.0,56.6,3.5,14.1,38.6,19.6,0.4,1.9,53.0,192-346,0.555,4.1,'21-84',0.25,2022,73.0,MWC,34.0,'25-9',107.9,97.3,0.7661,52.3,47.1,17.1,15.7,25.5,24.6,37.1,24.8,54.4,48.4,33.0,30.1,41.8,38.2,65.8,1.9,12.0,R68,72.0,107.9,97.3,52.3,47.1,17.1,15.7,25.5,24.6,37.1,24.8,72.3,72.2,54.4,48.4,33.0,30.1
18,Sr,'6-5',Ochai Agbaji,Kansas,B12,84.6,5.2,8.1,114.0,23.3,57.0,59.5,2.8,12.9,8.7,14.5,1.7,1.5,28.0,155-290,0.534,10.7,'103-253',0.407,2022,3.0,B12,40.0,'34-6',119.8,91.3,0.958,53.8,45.8,17.3,18.1,32.9,28.6,32.3,27.7,53.6,46.4,36.1,29.8,33.1,34.8,69.1,10.4,1.0,CHAMPS,5.0,119.8,91.3,53.8,45.8,17.3,18.1,32.9,28.6,32.3,27.7,71.7,71.9,53.6,46.4,36.1,29.8
19,So,'6-9',Trayce Jackson-Davis,Indiana,B10,79.8,5.2,10.8,117.8,26.2,58.9,61.3,8.3,20.4,13.9,11.7,8.4,1.1,52.2,246-415,0.593,0.2,'0-3',0.0,2022,28.0,B10,35.0,'21-14',107.7,91.6,0.8651,50.6,46.2,17.2,17.6,27.0,25.1,33.5,30.7,50.9,43.9,33.3,33.0,31.1,40.0,67.2,0.21,12.0,R64,74.0,107.7,91.6,50.6,46.2,17.2,17.6,27.0,25.1,33.5,30.7,70.0,75.6,50.9,43.9,33.3,33.0
20,Sr,'6-7',Justin Bean,Utah St,MWC,87.9,5.1,9.3,118.2,23.5,58.7,61.5,8.9,24.2,15.4,13.8,1.6,2.7,27.0,176-318,0.553,4.9,'45-97',0.464,2022,54.0,MWC,34.0,'18-16',109.2,96.5,0.806,54.2,49.7,18.3,18.3,26.0,22.9,28.9,29.0,56.2,48.8,34.1,34.0,40.1,39.4,66.7,-4.7,,,56.0,109.2,96.5,54.2,49.7,18.3,18.3,26.0,22.9,28.9,29.0,72.1,70.8,56.2,48.8,34.1,34.0
21,Jr,'6-0',Foster Loyer,Davidson,A10,65.9,5.1,5.8,122.6,25.6,57.1,63.8,1.2,11.5,22.3,13.1,0.0,1.5,40.3,65-139,0.468,11.8,'74-169',0.438,2022,46.0,A10,34.0,'27-7',115.8,101.1,0.8261,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,54.2,48.9,38.5,33.6,41.1,43.8,64.6,2.1,10.0,R64,13.0,115.8,101.1,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,75.4,73.9,54.2,48.9,38.5,33.6
22,Jr,'6-6',Jalen Williams,Santa Clara,WCC,86.7,5.1,5.5,116.1,24.9,56.2,60.1,2.0,11.7,22.7,13.6,1.5,1.9,33.0,177-321,0.551,5.2,'42-106',0.396,2022,79.0,WCC,33.0,'21-12',110.6,100.4,0.7537,54.5,48.5,16.2,16.5,23.4,26.2,27.6,21.2,53.5,46.7,37.8,34.8,32.1,32.6,70.9,-1.7,,,39.0,110.6,100.4,54.5,48.5,16.2,16.5,23.4,26.2,27.6,21.2,76.2,76.2,53.5,46.7,37.8,34.8
23,Jr,'6-3',Scotty Pippen Jr.,Vanderbilt,SEC,82.1,5.0,7.3,104.9,34.4,47.6,54.1,2.9,9.7,32.6,17.1,0.6,3.4,55.6,160-341,0.469,9.6,'64-197',0.325,2022,62.0,SEC,36.0,'19-17',106.7,94.7,0.7983,50.2,48.5,18.9,20.7,27.5,27.7,38.7,34.9,49.5,50.7,34.0,30.1,45.6,38.9,67.4,-3.1,,,89.0,106.7,94.7,50.2,48.5,18.9,20.7,27.5,27.7,38.7,34.9,69.7,72.7,49.5,50.7,34.0,30.1
24,Jr,'6-10',Armando Bacot,North Carolina,ACC,78.3,5.0,8.2,117.9,25.0,57.0,59.6,14.9,29.9,9.9,14.3,5.2,1.5,50.8,243-421,0.577,0.4,'1-8',0.125,2022,16.0,ACC,39.0,'29-10',114.4,93.5,0.9112,51.5,48.6,16.4,13.6,31.9,21.6,30.3,21.4,50.1,47.5,35.8,33.7,38.0,36.2,70.1,4.3,8.0,Finals,17.0,114.4,93.5,51.5,48.6,16.4,13.6,31.9,21.6,30.3,21.4,76.4,72.5,50.1,47.5,35.8,33.7
25,Sr,'6-4',Bryce Hamilton,UNLV,MWC,82.5,5.0,7.5,106.2,33.6,50.2,54.0,2.3,15.3,18.4,10.8,0.4,1.5,29.4,162-334,0.485,13.5,'81-231',0.351,2022,86.0,MWC,32.0,'18-14',107.0,97.9,0.7357,49.1,48.4,17.0,17.2,27.1,25.9,30.7,30.8,48.6,48.8,33.2,31.9,42.8,41.7,66.4,-3.8,,,83.0,107.0,97.9,49.1,48.4,17.0,17.2,27.1,25.9,30.7,30.8,73.8,72.2,48.6,48.8,33.2,31.9
26,So,'7-1',Ryan Kalkbrenner,Creighton,BE,70.6,5.0,10.2,128.8,20.0,65.1,67.4,16.0,12.9,6.7,13.8,8.5,0.9,48.1,170-256,0.664,0.7,'3-12',0.25,2022,51.0,BE,35.0,'23-12',104.8,92.1,0.8149,50.6,44.9,20.4,15.5,28.4,28.5,26.7,20.8,53.3,43.6,30.8,31.7,38.1,33.2,67.0,1.7,9.0,R32,123.0,104.8,92.1,50.6,44.9,20.4,15.5,28.4,28.5,26.7,20.8,73.8,72.8,53.3,43.6,30.8,31.7
27,Jr,'6-7',JT Shumate,Toledo,MAC,80.3,4.9,7.3,135.8,18.4,65.1,67.7,7.6,12.5,10.1,9.9,4.3,1.1,26.8,114-190,0.6,7.3,'65-135',0.481,2022,99.0,MAC,34.0,'26-8',109.2,101.8,0.693,53.0,47.2,14.7,15.3,30.4,27.4,28.0,22.9,53.1,47.6,35.2,31.2,31.4,41.6,68.9,-1.6,,,53.0,109.2,101.8,53.0,47.2,14.7,15.3,30.4,27.4,28.0,22.9,76.0,67.4,53.1,47.6,35.2,31.2
28,Jr,'6-1',Jahmir Young,Charlotte,CUSA,89.6,4.9,5.2,113.7,28.1,53.0,58.5,2.4,18.0,23.3,12.7,1.4,1.8,33.0,154-285,0.54,8.9,'56-164',0.341,2022,191.0,CUSA,31.0,'17-14',104.7,106.4,0.4537,52.9,52.6,17.2,16.9,22.7,25.6,28.0,26.5,53.6,51.7,34.5,36.2,39.8,36.3,65.4,-7.4,,,127.0,104.7,106.4,52.9,52.6,17.2,16.9,22.7,25.6,28.0,26.5,79.2,76.8,53.6,51.7,34.5,36.2
29,Jr,'6-5',Isiaih Mosley,Missouri St,MVC,79.5,4.9,6.0,113.9,30.8,56.7,61.0,3.9,18.9,15.8,16.0,0.5,2.2,26.9,177-327,0.541,9.0,'66-160',0.412,2022,80.0,MVC,34.0,'23-11',112.1,101.8,0.7523,54.6,48.8,15.5,15.7,25.8,24.0,27.7,28.0,54.6,47.8,36.4,33.6,37.4,38.2,67.1,-2.5,,,26.0,112.1,101.8,54.6,48.8,15.5,15.7,25.8,24.0,27.7,28.0,79.9,75.9,54.6,47.8,36.4,33.6
30,Sr,'6-9',Keve Aluma,Virginia Tech,ACC,76.7,4.9,8.1,117.0,26.4,56.8,60.2,8.6,18.5,13.9,14.0,3.5,1.5,31.8,195-334,0.584,4.3,'25-75',0.333,2022,18.0,ACC,36.0,'23-13',115.6,95.2,0.9027,55.1,49.0,17.0,18.7,27.8,26.2,24.5,25.6,52.6,49.3,39.2,32.3,41.1,36.9,63.3,1.7,11.0,R64,14.0,115.6,95.2,55.1,49.0,17.0,18.7,27.8,26.2,24.5,25.6,75.1,74.5,52.6,49.3,39.2,32.3
31,Jr,'6-5',Wendell Moore Jr.,Duke,ACC,84.6,4.8,7.3,121.1,20.3,56.9,60.5,4.3,12.4,21.7,16.6,0.6,2.3,31.4,136-250,0.544,5.6,'52-126',0.413,2022,6.0,ACC,39.0,'32-7',122.7,96.0,0.944,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,56.0,46.6,36.6,32.0,35.7,33.6,67.4,7.2,2.0,Final Four,1.0,122.7,96.0,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,73.8,69.1,56.0,46.6,36.6,32.0
32,Sr,'6-2',Alex Barcello,BYU,WCC,80.8,4.8,7.0,118.2,23.8,54.9,59.8,1.1,11.6,19.6,13.8,0.0,1.6,32.7,102-211,0.483,10.5,'81-196',0.413,2022,74.0,WCC,35.0,'24-11',108.4,97.8,0.7647,51.8,47.7,18.4,15.0,30.6,22.5,27.2,31.1,51.9,48.9,34.6,30.5,37.3,37.3,67.8,0.33,,,67.0,108.4,97.8,51.8,47.7,18.4,15.0,30.6,22.5,27.2,31.1,72.3,68.6,51.9,48.9,34.6,30.5
33,Sr,'6-1',R.J. Cole,Connecticut,BE,82.2,4.8,5.4,115.5,24.3,48.4,53.6,2.3,9.0,24.9,14.1,0.2,1.9,29.7,118-253,0.466,9.5,'59-174',0.339,2022,25.0,BE,33.0,'23-10',113.2,95.9,0.8707,49.6,46.0,17.3,18.0,37.9,27.6,30.5,31.7,48.0,42.6,35.2,35.3,34.5,32.6,65.0,3.1,5.0,R64,22.0,113.2,95.9,49.6,46.0,17.3,18.0,37.9,27.6,30.5,31.7,75.3,68.7,48.0,42.6,35.2,35.3
34,Jr,'6-10',Drew Timme,Gonzaga,WCC,70.0,4.8,8.2,115.8,29.6,59.6,61.6,7.9,16.8,17.6,16.1,2.7,0.5,43.9,224-368,0.609,1.7,'8-28',0.286,2022,1.0,WCC,32.0,'28-4',120.3,89.9,0.9662,58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,60.4,41.8,37.0,30.5,35.3,33.3,72.6,6.7,1.0,Sweet Sixteen,4.0,120.3,89.9,58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,71.5,69.9,60.4,41.8,37.0,30.5
35,Sr,'5-8',Tavian Dunn-Martin,Florida Gulf Coast,ASun,83.3,4.7,3.2,110.6,33.5,51.0,56.8,1.7,8.5,38.1,19.0,0.1,1.8,34.2,113-246,0.459,14.5,'103-278',0.371,2022,190.0,ASun,34.0,'22-12',104.7,106.4,0.4563,53.3,50.5,18.9,15.8,29.9,27.4,29.1,24.0,53.8,50.5,35.1,33.7,47.1,38.3,70.1,-6.7,,,125.0,104.7,106.4,53.3,50.5,18.9,15.8,29.9,27.4,29.1,24.0,68.6,68.3,53.8,50.5,35.1,33.7
36,Sr,'6-4',Payton Willis,Minnesota,B10,87.1,4.7,7.6,112.5,24.0,57.7,58.5,2.3,13.3,25.9,12.5,1.4,2.4,22.4,95-184,0.516,10.0,'74-173',0.428,2022,110.0,B10,30.0,'13-17',106.1,100.8,0.6432,50.7,51.2,14.0,15.8,17.7,27.5,23.6,23.3,48.0,51.6,36.8,33.7,37.4,34.7,65.1,-4.8,,,98.0,106.1,100.8,50.7,51.2,14.0,15.8,17.7,27.5,23.6,23.3,71.8,70.3,48.0,51.6,36.8,33.7
37,So,'6-7',Dereon Seabron,NC State,ACC,87.8,4.7,5.3,111.4,26.3,50.6,55.3,7.7,18.4,19.1,14.8,0.3,2.3,49.8,189-362,0.522,2.3,'Nov-44',0.25,2022,120.0,ACC,32.0,'11-21',109.2,104.5,0.6249,47.9,53.4,14.5,18.3,30.3,31.0,29.0,29.4,45.9,53.0,34.0,36.1,39.3,34.5,67.1,0.0,,,55.0,109.2,104.5,47.9,53.4,14.5,18.3,30.3,31.0,29.0,29.4,72.5,74.3,45.9,53.0,34.0,36.1
38,Sr,'6-6',Buddy Boeheim,Syracuse,ACC,90.1,4.7,3.9,110.0,25.0,49.0,53.1,1.7,7.9,16.0,10.8,0.3,2.3,21.4,125-265,0.472,12.5,'88-259',0.34,2022,45.0,ACC,33.0,'16-17',116.1,101.4,0.8271,52.5,50.6,15.4,16.7,29.2,32.1,28.3,23.5,49.9,51.6,37.6,33.0,39.3,48.7,67.7,-3.8,,,11.0,116.1,101.4,52.5,50.6,15.4,16.7,29.2,32.1,28.3,23.5,73.7,75.1,49.9,51.6,37.6,33.0
39,Jr,'6-3',Iverson Molinar,Mississippi St,SEC,84.2,4.7,5.3,110.7,26.6,48.3,55.3,1.8,9.0,23.5,15.5,1.3,2.1,40.3,178-345,0.516,5.5,'27-107',0.252,2022,64.0,SEC,34.0,'18-16',107.6,95.6,0.7971,49.6,49.6,19.5,19.4,34.1,25.7,38.1,28.3,51.7,50.9,29.5,31.9,28.1,41.7,65.5,-2.4,,,76.0,107.6,95.6,49.6,49.6,19.5,19.4,34.1,25.7,38.1,28.3,72.1,72.6,51.7,50.9,29.5,31.9
40,Jr,'6-0',Isaiah Stevens,Colorado St,MWC,86.9,4.7,4.1,115.1,23.6,51.9,56.7,1.4,10.0,27.4,12.5,0.4,2.1,26.4,116-236,0.492,6.3,'42-109',0.385,2022,49.0,MWC,31.0,'25-6',111.9,98.1,0.819,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,55.7,51.0,35.6,32.7,39.6,43.9,65.6,4.3,6.0,R64,28.0,111.9,98.1,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,77.3,71.7,55.7,51.0,35.6,32.7
